Species,Tissue,n,Gene,Value,Log10value,Log2Value
Prunus persica,Seed (n=3),3,FLS H,0.300926,-0.521540287604831,-1.73251933401012
Prunus persica,Seed (n=3),3,FLS F,1000000,6,19.9315685693242
Prunus persica,Seed (n=3),3,FLS Y,1000000,6,19.9315685693242
Prunus persica,Seed (n=3),3,DFR N,19.254,1.28452096747915,4.26708629034088
Prunus persica,Seed (n=3),3,DFR D,1000000,6,19.9315685693242
Prunus persica,Seed (n=3),3,DFR A,1000000,6,19.9315685693242
Prunus persica,Seed (n=3),3,DFR *,1000000,6,19.9315685693242
Prunus persica,Fruit (n=26),26,F3H,27.29185,1.43603297566842,4.77039828705764
Prunus persica,Fruit (n=26),26,F3'H,177.7760985,2.24987337087869,7.47391756066086
Prunus persica,Fruit (n=26),26,F3'5'H,1000000,6,19.9315685693242
Prunus persica,Fruit (n=26),26,FLS H,0.01,-2,-6.64385618977472
Prunus persica,Fruit (n=26),26,FLS F,1000000,6,19.9315685693242
Prunus persica,Fruit (n=26),26,FLS Y,1000000,6,19.9315685693242
Prunus persica,Fruit (n=26),26,DFR N,10.8067,1.03369309537893,3.43385413503035
Prunus persica,Fruit (n=26),26,DFR D,1000000,6,19.9315685693242
Prunus persica,Fruit (n=26),26,DFR A,1000000,6,19.9315685693242
Prunus persica,Fruit (n=26),26,DFR *,1000000,6,19.9315685693242
Prunus persica,Leaf (n=12) ,12,F3'H/F3H,0.553994152,-0.256494819689503,-0.85205734771963
Prunus persica,Leaf (n=12) ,12,F3'5'H/F3H,1000000,6,19.9315685693242
Prunus persica,Leaf (n=12) ,12,DFR/FLS,3.065662308,0.486524314298759,1.61619878851486
Prunus persica,Root (n=11),11,F3'H/F3H,0.317399307,-0.498394025805508,-1.65562911664733
Prunus persica,Root (n=11),11,F3'5'H/F3H,1000000,6,19.9315685693242
Prunus persica,Root (n=11),11,DFR/FLS,32171.5,4.50747131040573,14.9734955829355
Prunus persica,Seed (n=3),3,F3'H/F3H,3.49334549,0.543241539253637,1.80460933155651
Prunus persica,Seed (n=3),3,F3'5'H/F3H,1000000,6,19.9315685693242
Prunus persica,Seed (n=3),3,DFR/FLS,63.98250733,1.80606125510174,5.99960562441001
Prunus persica,Fruit (n=26),26,F3'H/F3H,6.513889623,0.813840395228522,2.70351927366386
Prunus persica,Fruit (n=26),26,F3'5'H/F3H,1000000,6,19.9315685693242
Prunus persica,Fruit (n=26),26,DFR/FLS,1080.67,3.03369309537893,10.0777103248051
Fragaria vesca,Leaf (n=21),21,F3H,47.1647,1.67361707637129,5.55963558608103
Fragaria vesca,Leaf (n=21),21,F3'H,24.272927,1.38512214976834,4.60127618416623
Fragaria vesca,Leaf (n=21),21,F3'5'H,1000000,6,19.9315685693242
Fragaria vesca,Leaf (n=21),21,FLS H,38.6557,1.58721354213601,5.27260925820729
Fragaria vesca,Leaf (n=21),21,FLS F,1000000,6,19.9315685693242
Fragaria vesca,Leaf (n=21),21,FLS Y,1000000,6,19.9315685693242
Fragaria vesca,Leaf (n=21),21,DFR N,32.073,1.50613958426614,5.00328739979568
Fragaria vesca,Leaf (n=21),21,DFR D,1000000,6,19.9315685693242
Fragaria vesca,Leaf (n=21),21,DFR A,23.6061,1.37302424254738,4.56108780627958
Fragaria vesca,Leaf (n=21),21,DFR *,1000000,6,19.9315685693242
Fragaria vesca,Flower (n=3),3,F3H,14.2639,1.15423828546732,3.83429658868852
Fragaria vesca,Flower (n=3),3,F3'H,9.842902,0.993123161111897,3.29908373058096
Fragaria vesca,Flower (n=3),3,F3'5'H,1000000,6,19.9315685693242
Fragaria vesca,Flower (n=3),3,FLS H,0.0686805,-1.1631665517981,-3.86395564745135
Fragaria vesca,Flower (n=3),3,FLS F,1000000,6,19.9315685693242
Fragaria vesca,Flower (n=3),3,FLS Y,1000000,6,19.9315685693242
Fragaria vesca,Flower (n=3),3,DFR N,6.91401,0.839730003343744,2.78952269022744
Fragaria vesca,Flower (n=3),3,DFR D,1000000,6,19.9315685693242
Fragaria vesca,Flower (n=3),3,DFR A,0.238206,-0.62304730358341,-2.06971834221755
Fragaria vesca,Flower (n=3),3,DFR *,1000000,6,19.9315685693242
Fragaria vesca,Root (n=12),12,F3H,338.4395,2.52948104476568,8.40275414809216
Fragaria vesca,Root (n=12),12,F3'H,143.274662,2.15616939258463,7.16263968256309
Fragaria vesca,Root (n=12),12,F3'5'H,1000000,6,19.9315685693242
Fragaria vesca,Root (n=12),12,FLS H,0.637255,-0.195686748304531,-0.650057306989975
Fragaria vesca,Root (n=12),12,FLS F,1000000,6,19.9315685693242
Fragaria vesca,Root (n=12),12,FLS Y,1000000,6,19.9315685693242
Fragaria vesca,Root (n=12),12,DFR N,183.89705,2.26457476252248,7.52275452659632
Fragaria vesca,Root (n=12),12,DFR D,1000000,6,19.9315685693242
Fragaria vesca,Root (n=12),12,DFR A,51.361286,1.71063588919849,5.68260942045107
Fragaria vesca,Root (n=12),12,DFR *,1000000,6,19.9315685693242
Fragaria vesca,Fruit_White (n=30),30,F3H,41.94825,1.62271384761534,5.39053872035618
Fragaria vesca,Fruit_White (n=30),30,F3'H,10.35023735,1.01495030907925,3.37159194664498
Fragaria vesca,Fruit_White (n=30),30,F3'5'H,1000000,6,19.9315685693242
Fragaria vesca,Fruit_White (n=30),30,FLS H,0.03593415,-1.44449262365197,-4.79850062936704
Fragaria vesca,Fruit_White (n=30),30,FLS F,1000000,6,19.9315685693242
Fragaria vesca,Fruit_White (n=30),30,FLS Y,1000000,6,19.9315685693242
Fragaria vesca,Fruit_White (n=30),30,DFR N,7.460615,0.872774629094321,2.89929456089332
Fragaria vesca,Fruit_White (n=30),30,DFR D,1000000,6,19.9315685693242
Fragaria vesca,Fruit_White (n=30),30,DFR A,7.639399,0.883059193490563,2.93345914430488
Fragaria vesca,Fruit_White (n=30),30,DFR *,1000000,6,19.9315685693242
Fragaria vesca,Fruit_Red (n=14),14,F3H,113.401,2.05461688429734,6.82528955217726
Fragaria vesca,Fruit_Red (n=14),14,F3'H,3.7734375,0.576737161103644,1.91587937883577
Fragaria vesca,Fruit_Red (n=14),14,F3'5'H,1000000,6,19.9315685693242
Fragaria vesca,Fruit_Red (n=14),14,FLS H,0.05038705,-1.29768106744747,-4.31080319615716
Fragaria vesca,Fruit_Red (n=14),14,FLS F,1000000,6,19.9315685693242
Fragaria vesca,Fruit_Red (n=14),14,FLS Y,1000000,6,19.9315685693242
Fragaria vesca,Fruit_Red (n=14),14,DFR N,77.84895,1.89125275932827,6.28260567574584
Fragaria vesca,Fruit_Red (n=14),14,DFR D,1000000,6,19.9315685693242
Fragaria vesca,Fruit_Red (n=14),14,DFR A,19.985591,1.30071699544045,4.32088833065109
Fragaria vesca,Fruit_Red (n=14),14,DFR D,1000000,6,19.9315685693242
Fragaria vesca,Leaf (n=21),21,F3'H/F3H,0.514641819,-0.288494926592403,-0.95835940187977
Fragaria vesca,Leaf (n=21),21,F3'5'H/F3H,1000000,6,19.9315685693242
Fragaria vesca,Leaf (n=21),21,DFR/FLS,1.562098733,0.193708480144326,0.643485642409368
Fragaria vesca,Flower (n=3),3,F3'H/F3H,0.690056857,-0.161115124242372,-0.535212857732004
Fragaria vesca,Flower (n=3),3,F3'5'H/F3H,1000000,6,19.9315685693242
Fragaria vesca,Flower (n=3),3,DFR/FLS,103.2078654,2.01371279583434,6.68940911151628
Fragaria vesca,Root (n=12),12,F3'H/F3H,0.423339067,-0.373311651678041,-1.24011446385809
Fragaria vesca,Root (n=12),12,F3'5'H/F3H,1000000,6,19.9315685693242
Fragaria vesca,Root (n=12),12,DFR/FLS,388.0794807,2.58892068047681,8.60020834391083
Fragaria vesca,Fruit_White (n=30),30,F3'H/F3H,0.246738239,-0.607763539201921,-2.01894677592304
Fragaria vesca,Fruit_White (n=30),30,F3'5'H/F3H,1000000,6,19.9315685693242
Fragaria vesca,Fruit_White (n=30),30,DFR/FLS,420.6277872,2.62389795933701,8.71640034923924
Fragaria vesca,Fruit_Red (n=14),14,F3'H/F3H,0.03327517,-1.47787971707422,-4.90941015301305
Fragaria vesca,Fruit_Red (n=14),14,F3'5'H/F3H,1000000,6,19.9315685693242
Fragaria vesca,Fruit_Red (n=14),14,DFR/FLS,1952.267835,3.29053939902902,10.9309352769683
Fragaria x ananassa,Leaf (n=13),13,F3H,119.1996,2.07627479803774,6.89723558430815
Fragaria x ananassa,Leaf (n=13),13,F3'H,87.248558,1.94075825789118,6.44705938227337
Fragaria x ananassa,Leaf (n=13),13,F3'5'H,1000000,6,19.9315685693242
Fragaria x ananassa,Leaf (n=13),13,FLS H,12.19211,1.08607887231717,3.60787591921399
Fragaria x ananassa,Leaf (n=13),13,FLS F,1000000,6,19.9315685693242
Fragaria x ananassa,Leaf (n=13),13,FLS Y,1000000,6,19.9315685693242
Fragaria x ananassa,Leaf (n=13),13,DFR N,66.3186,1.82163534958847,6.05134164643791
Fragaria x ananassa,Leaf (n=13),13,DFR D,1000000,6,19.9315685693242
Fragaria x ananassa,Leaf (n=13),13,DFR A,3.754957,0.574604968032691,1.90879638676965
Fragaria x ananassa,Leaf (n=13),13,DFR *,1000000,6,19.9315685693242
Fragaria x ananassa,Flower (n=15),15,F3H,99.7133,1.99875308941874,6.63971404248302
Fragaria x ananassa,Flower (n=15),15,F3'H,56.973234,1.75567087222992,5.83221239583596
Fragaria x ananassa,Flower (n=15),15,F3'5'H,1000000,6,19.9315685693242
Fragaria x ananassa,Flower (n=15),15,FLS H,134.94175,2.13014633802926,7.07619296652083
Fragaria x ananassa,Flower (n=15),15,FLS F,1000000,6,19.9315685693242
Fragaria x ananassa,Flower (n=15),15,FLS Y,1000000,6,19.9315685693242
Fragaria x ananassa,Flower (n=15),15,DFR N,39.96585,1.60168905404765,5.32069586791444
Fragaria x ananassa,Flower (n=15),15,DFR D,1000000,6,19.9315685693242
Fragaria x ananassa,Flower (n=15),15,DFR A,6.804285,0.832782495906896,2.76644357008354
Fragaria x ananassa,Flower (n=15),15,DFR *,1000000,6,19.9315685693242
Fragaria x ananassa,Fruit (n=80),80,F3H,342.4582,2.53460756964685,8.41978409512406
Fragaria x ananassa,Fruit (n=80),80,F3'H,11.75670195,1.07028550832185,3.55541149964517
Fragaria x ananassa,Fruit (n=80),80,F3'5'H,1000000,6,19.9315685693242
Fragaria x ananassa,Fruit (n=80),80,FLS H,0.897624,-0.046905544091231,-0.155816844722639
Fragaria x ananassa,Fruit (n=80),80,FLS F,1000000,6,19.9315685693242
Fragaria x ananassa,Fruit (n=80),80,FLS Y,1000000,6,19.9315685693242
Fragaria x ananassa,Fruit (n=80),80,DFR N,135.42978,2.13171417297246,7.0814012014668
Fragaria x ananassa,Fruit (n=80),80,DFR D,1000000,6,19.9315685693242
Fragaria x ananassa,Fruit (n=80),80,DFR A,183.029,2.26251990690066,7.51592844397525
Fragaria x ananassa,Fruit (n=80),80,DFR *,1000000,6,19.9315685693242
Fragaria x ananassa,Leaf (n=13),13,F3'H/F3H,0.731953446,-0.135516540237043,-0.450176202335366
Fragaria x ananassa,Leaf (n=13),13,F3'5'H/F3H,1000000,6,19.9315685693242
Fragaria x ananassa,Leaf (n=13),13,DFR/FLS,5.852461715,0.767338581357364,2.54904359170204
Fragaria x ananassa,Flower (n=15),15,F3'H/F3H,0.571370459,-0.243082217269586,-0.807501646915351
Fragaria x ananassa,Flower (n=15),15,F3'5'H/F3H,1000000,6,19.9315685693242
Fragaria x ananassa,Flower (n=15),15,DFR/FLS,0.363613633,-0.439359842101123,-1.459521803241
Fragaria x ananassa,Fruit (n=80),80,F3'H/F3H,0.034330327,-1.46432205985362,-4.86437259059107
Fragaria x ananassa,Fruit (n=80),80,F3'5'H/F3H,1000000,6,19.9315685693242
Fragaria x ananassa,Fruit (n=80),80,DFR/FLS,348.9487413,2.54276163611242,8.44687131760362
Carya illinoinensis,Leaf (n=35),35,F3H,110.3643,2.04282861306387,6.78612976277665
Carya illinoinensis,Leaf (n=35),35,F3'H,91.1788,1.95989387217382,6.5106265169718
Carya illinoinensis,Leaf (n=35),35,F3'5'H,3.23231,0.509513005825682,1.69256556876284
Carya illinoinensis,Leaf (n=35),35,FLS H,6.673394,0.824346766537345,2.73842068368996
Carya illinoinensis,Leaf (n=35),35,FLS F,1000000,6,19.9315685693242
Carya illinoinensis,Leaf (n=35),35,FLS Y,1000000,6,19.9315685693242
Carya illinoinensis,Leaf (n=35),35,DFR N,107.213,2.03024744847206,6.74433603865273
Carya illinoinensis,Leaf (n=35),35,DFR D,3.67119,0.564806861708085,1.87624778209325
Carya illinoinensis,Leaf (n=35),35,DFR A,1000000,6,19.9315685693242
Carya illinoinensis,Leaf (n=35),35,DFR *,1000000,6,19.9315685693242
Carya illinoinensis,Flower (n=10),10,F3H,256.62321,2.40929593309532,8.00350784904721
Carya illinoinensis,Flower (n=10),10,F3'H,49.956875,1.69859526371524,5.64261132837828
Carya illinoinensis,Flower (n=10),10,F3'5'H,11.1402,1.04689298779612,3.4777032285005
Carya illinoinensis,Flower (n=10),10,FLS H,110.707969,2.04417888346375,6.7906152639537
Carya illinoinensis,Flower (n=10),10,FLS F,1000000,6,19.9315685693242
Carya illinoinensis,Flower (n=10),10,FLS Y,1000000,6,19.9315685693242
Carya illinoinensis,Flower (n=10),10,DFR N,138.6815,2.14201853040432,7.11563153591944
Carya illinoinensis,Flower (n=10),10,DFR D,3.46391,0.539566599566111,1.7924014461615
Carya illinoinensis,Flower (n=10),10,DFR A,1000000,6,19.9315685693242
Carya illinoinensis,Flower (n=10),10,DFR *,1000000,6,19.9315685693242
Carya illinoinensis,Seed (n=11),11,F3H,48.2015,1.68306055341699,5.59100613779258
Carya illinoinensis,Seed (n=11),11,F3'H,32.173077,1.50749259836596,5.00778201534662
Carya illinoinensis,Seed (n=11),11,F3'5'H,1.13857,0.056359736469993,0.187222992000118
Carya illinoinensis,Seed (n=11),11,FLS H,0.01,-2,-6.64385618977472
Carya illinoinensis,Seed (n=11),11,FLS F,1000000,6,19.9315685693242
Carya illinoinensis,Seed (n=11),11,FLS Y,1000000,6,19.9315685693242
Carya illinoinensis,Seed (n=11),11,DFR N,107.156,2.03001649356672,6.74356882306401
Carya illinoinensis,Seed (n=11),11,DFR D,0.233158,-0.63234967866006,-2.10062016333385
Carya illinoinensis,Seed (n=11),11,DFR A,1000000,6,19.9315685693242
Carya illinoinensis,Seed (n=11),11,DFR *,1000000,6,19.9315685693242
Carya illinoinensis,Fruit (n=8),8,F3H,226.5593,2.3551818941726,7.82374490282201
Carya illinoinensis,Fruit (n=8),8,F3'H,14.4211045,1.15899852389837,3.85010975847098
Carya illinoinensis,Fruit (n=8),8,F3'5'H,1.98503,0.297767074694098,0.989160811158747
Carya illinoinensis,Fruit (n=8),8,FLS H,63.84413,1.80512097323921,5.99648207567375
Carya illinoinensis,Fruit (n=8),8,FLS F,1000000,6,19.9315685693242
Carya illinoinensis,Fruit (n=8),8,FLS Y,1000000,6,19.9315685693242
Carya illinoinensis,Fruit (n=8),8,DFR N,20.2949,1.30738691573928,4.34304532628244
Carya illinoinensis,Fruit (n=8),8,DFR D,0.214822,-0.66792124443735,-2.21878634706856
Carya illinoinensis,Fruit (n=8),8,DFR A,1000000,6,19.9315685693242
Carya illinoinensis,Fruit (n=8),8,DFR *,1000000,6,19.9315685693242
Carya illinoinensis,Leaf (n=35),35,F3'H/F3H,0.826162083,-0.082934741000376,-0.275503246171355
Carya illinoinensis,Leaf (n=35),35,F3'5'H/F3H,0.029287641,-1.53331560755846,-5.09356419507774
Carya illinoinensis,Leaf (n=35),35,DFR/FLS,16.72492288,1.22336412387677,4.06392765338351
Carya illinoinensis,Flower (n=10),10,F3'H/F3H,0.194670135,-0.710700669946597,-2.36089652255087
Carya illinoinensis,Flower (n=10),10,F3'5'H/F3H,0.043410727,-1.36240294096516,-4.52580460614933
Carya illinoinensis,Flower (n=10),10,DFR/FLS,1.277075998,0.106216742627509,0.352844381481742
Carya illinoinensis,Seed (n=11),11,F3'H/F3H,0.667470452,-0.175567955157974,-0.583224122801197
Carya illinoinensis,Seed (n=11),11,F3'5'H/F3H,0.023621049,-1.6267008194746,-5.40378315418898
Carya illinoinensis,Seed (n=11),11,DFR/FLS,10736.4683,4.03086144616232,13.3902318846049
Carya illinoinensis,Fruit (n=8),8,F3'H/F3H,0.063652671,-1.19618336771774,-3.97363513585856
Carya illinoinensis,Fruit (n=8),8,F3'5'H/F3H,0.008761635,-2.05741484300761,-6.83458416982526
Carya illinoinensis,Fruit (n=8),8,DFR/FLS,0.283142601,-0.547994782746109,-1.820399264656
Populus trichocarpa ,Leaf (n=28),23,F3H,53.812443,1.73088270877824,5.74986789924519
Populus trichocarpa ,Leaf (n=28),23,F3'H,44.24694807,1.64588332063683,5.46750604372998
Populus trichocarpa ,Leaf (n=28),23,F3'5'H,1.4295,0.155184159694008,0.515510619969011
Populus trichocarpa ,Leaf (n=28),23,FLS H,24.0105,1.38040120399622,4.58559354177138
Populus trichocarpa ,Leaf (n=28),23,FLS F,1000000,6,19.9315685693242
Populus trichocarpa ,Leaf (n=28),23,FLS Y,1000000,6,19.9315685693242
Populus trichocarpa ,Leaf (n=28),23,DFR N,1000000,6,19.9315685693242
Populus trichocarpa ,Leaf (n=28),23,DFR D,8.29622,0.918880260198629,3.05245415219123
Populus trichocarpa ,Leaf (n=28),23,DFR A,1000000,6,19.9315685693242
Populus trichocarpa ,Leaf (n=28),23,DFR *,1000000,6,19.9315685693242
Populus trichocarpa ,Flower (n=17),17,F3H,175.21075,2.24356074864973,7.45294748352606
Populus trichocarpa ,Flower (n=17),17,F3'H,78.0510173,1.89237856793524,6.28634553098677
Populus trichocarpa ,Flower (n=17),17,F3'5'H,9.45901,0.975845684600935,3.24168919595044
Populus trichocarpa ,Flower (n=17),17,FLS H,59.5349,1.77477162848464,5.89566373467214
Populus trichocarpa ,Flower (n=17),17,FLS F,1000000,6,19.9315685693242
Populus trichocarpa ,Flower (n=17),17,FLS Y,1000000,6,19.9315685693242
Populus trichocarpa ,Flower (n=17),17,DFR N,1000000,6,19.9315685693242
Populus trichocarpa ,Flower (n=17),17,DFR D,36.378,1.56083881861861,5.18499432315996
Populus trichocarpa ,Flower (n=17),17,DFR A,1000000,6,19.9315685693242
Populus trichocarpa ,Flower (n=17),17,DFR *,1000000,6,19.9315685693242
Populus trichocarpa ,Root (n=21),21,F3H,243.5609,2.3866075701793,7.92813873884947
Populus trichocarpa ,Root (n=21),21,F3'H,34.0190976,1.53172278921369,5.08827296706821
Populus trichocarpa ,Root (n=21),21,F3'5'H,0.511097,-0.291496668227446,-0.968330971750815
Populus trichocarpa ,Root (n=21),21,FLS H,0.0268892,-1.57042211859313,-5.21682935658706
Populus trichocarpa ,Root (n=21),21,FLS F,1000000,6,19.9315685693242
Populus trichocarpa ,Root (n=21),21,FLS Y,1000000,6,19.9315685693242
Populus trichocarpa ,Root (n=21),21,DFR N,1000000,6,19.9315685693242
Populus trichocarpa ,Root (n=21),21,DFR D,27.0697,1.43248344272778,4.75860699385839
Populus trichocarpa ,Root (n=21),21,DFR A,1000000,6,19.9315685693242
Populus trichocarpa ,Root (n=21),21,DFR *,1000000,6,19.9315685693242
Populus trichocarpa ,Stem (n=29),29,F3H,11.161247,1.04771271923995,3.48042631741401
Populus trichocarpa ,Stem (n=29),29,F3'H,25.180356,1.40106186587282,4.65422677491824
Populus trichocarpa ,Stem (n=29),29,F3'5'H,0.01,-2,-6.64385618977472
Populus trichocarpa ,Stem (n=29),29,FLS H,1.14284,0.0579854325116,0.192623437354478
Populus trichocarpa ,Stem (n=29),29,FLS F,1000000,6,19.9315685693242
Populus trichocarpa ,Stem (n=29),29,FLS Y,1000000,6,19.9315685693242
Populus trichocarpa ,Stem (n=29),29,DFR N,1000000,6,19.9315685693242
Populus trichocarpa ,Stem (n=29),29,DFR D,4.21319,0.624611044716913,2.07491297782206
Populus trichocarpa ,Stem (n=29),29,DFR A,1000000,6,19.9315685693242
Populus trichocarpa ,Stem (n=29),29,DFR *,1000000,6,19.9315685693242
Populus trichocarpa ,Leaf (n=28),23,F3'H/F3H,0.822243808,-0.084999388336712,-0.282361856163965
Populus trichocarpa ,Leaf (n=28),23,F3'5'H/F3H,0.026564488,-1.57569855020098,-5.23435728298592
Populus trichocarpa ,Leaf (n=28),23,DFR/FLS,0.345524666,-0.461520944164395,-1.53313939079865
Populus trichocarpa ,Flower (n=17),17,F3'H/F3H,0.445469341,-0.351182180499626,-1.16660195182551
Populus trichocarpa ,Flower (n=17),17,F3'5'H/F3H,0.053986471,-1.26771506066208,-4.2112582763252
Populus trichocarpa ,Flower (n=17),17,DFR/FLS,0.611036552,-0.213932809631268,-0.7106694107323
Populus trichocarpa ,Root (n=21),21,F3'H/F3H,0.139673887,-0.854884780656427,-2.8398657707542
Populus trichocarpa ,Root (n=21),21,F3'5'H/F3H,0.002098436,-2.67810427175661,-8.89646982138614
Populus trichocarpa ,Root (n=21),21,DFR/FLS,1006.712732,3.00290556121333,9.97543635008807
Populus trichocarpa ,Stem (n=29),29,F3'H/F3H,2.256052214,0.353349146725164,1.1738004578108
Populus trichocarpa ,Stem (n=29),29,F3'5'H/F3H,0.000895957,-3.04771283309551,-10.1242828854087
Populus trichocarpa ,Stem (n=29),29,DFR/FLS,3.686596549,0.566625612211412,1.88228954048784
Theobroma cacao ,Leaf (n=31),31,F3H,12.0728,1.08180800609771,3.59368840873007
Theobroma cacao ,Leaf (n=31),31,F3'H,93.73441,1.97189905011717,6.55050685486594
Theobroma cacao ,Leaf (n=31),31,F3'5'H,1000000,6,19.9315685693242
Theobroma cacao ,Leaf (n=31),31,FLS H,0.267805,-0.57218131883955,-1.9007451984228
Theobroma cacao ,Leaf (n=31),31,FLS F,1000000,6,19.9315685693242
Theobroma cacao ,Leaf (n=31),31,FLS Y,1000000,6,19.9315685693242
Theobroma cacao ,Leaf (n=31),31,DFR N,15.4294,1.18834903806862,3.94761005609252
