Species,Tissue,n,Gene,Value,Log10value,Log2Value
Beta vulgaris ,Root (n=36),36,DFR/FLS,0.195012934,-0.709936583619282,-2.35835828271325
Lactuca sativa ,Leaf_Green (n=113),113,F3H,45.83726,1.66121864904559,5.51844890201539
Lactuca sativa ,Leaf_Green (n=113),113,F3'H,45.633452,1.65928332276885,5.51201988728391
Lactuca sativa ,Leaf_Green (n=113),113,F3'5'H,1000000,6,19.9315685693242
Lactuca sativa ,Leaf_Green (n=113),113,FLS H,47.02709,1.67234810577047,5.55542015699059
Lactuca sativa ,Leaf_Green (n=113),113,FLS F,1000000,6,19.9315685693242
Lactuca sativa ,Leaf_Green (n=113),113,FLS Y,1000000,6,19.9315685693242
Lactuca sativa ,Leaf_Green (n=113),113,DFR N,1.58158,0.199091164433741,0.661366532576285
Lactuca sativa ,Leaf_Green (n=113),113,DFR D,1000000,6,19.9315685693242
Lactuca sativa ,Leaf_Green (n=113),113,DFR A,1000000,6,19.9315685693242
Lactuca sativa ,Leaf_Green (n=113),113,DFR *,1000000,6,19.9315685693242
Lactuca sativa ,Leaf_Red (n=21),21,F3H,292.7279,2.46646411716764,8.19341644585074
Lactuca sativa ,Leaf_Red (n=21),21,F3'H,142.3930819,2.15348888982303,7.15373524513091
Lactuca sativa ,Leaf_Red (n=21),21,F3'5'H,1000000,6,19.9315685693242
Lactuca sativa ,Leaf_Red (n=21),21,FLS H,106.2388,2.02628315656158,6.73116694597895
Lactuca sativa ,Leaf_Red (n=21),21,FLS F,1000000,6,19.9315685693242
Lactuca sativa ,Leaf_Red (n=21),21,FLS Y,1000000,6,19.9315685693242
Lactuca sativa ,Leaf_Red (n=21),21,DFR N,361.429,2.55802299613495,8.49756845822864
Lactuca sativa ,Leaf_Red (n=21),21,DFR D,1000000,6,19.9315685693242
Lactuca sativa ,Leaf_Red (n=21),21,DFR A,1000000,6,19.9315685693242
Lactuca sativa ,Leaf_Red (n=21),21,DFR *,1000000,6,19.9315685693242
Lactuca sativa ,Root (n=6),6,F3H,1.96225725,0.292755942356779,0.97251418986021
Lactuca sativa ,Root (n=6),6,F3'H,3.75595725,0.574720640517726,1.90918064244749
Lactuca sativa ,Root (n=6),6,F3'5'H,1000000,6,19.9315685693242
Lactuca sativa ,Root (n=6),6,FLS H,0.536495,-0.270434321195753,-0.898363369401965
Lactuca sativa ,Root (n=6),6,FLS F,1000000,6,19.9315685693242
Lactuca sativa ,Root (n=6),6,FLS Y,1000000,6,19.9315685693242
Lactuca sativa ,Root (n=6),6,DFR N,0.01177905,-1.92888973470978,-6.40763300167226
Lactuca sativa ,Root (n=6),6,DFR D,1000000,6,19.9315685693242
Lactuca sativa ,Root (n=6),6,DFR A,1000000,6,19.9315685693242
Lactuca sativa ,Root (n=6),6,DFR *,1000000,6,19.9315685693242
Lactuca sativa ,Stem (n=12),12,F3H,10.416285,1.01771285411909,3.38076892262621
Lactuca sativa ,Stem (n=12),12,F3'H,13.559449,1.13224204195572,3.76122664938533
Lactuca sativa ,Stem (n=12),12,F3'5'H,1000000,6,19.9315685693242
Lactuca sativa ,Stem (n=12),12,FLS H,16.84775,1.22654190949039,4.07448402869292
Lactuca sativa ,Stem (n=12),12,FLS F,1000000,6,19.9315685693242
Lactuca sativa ,Stem (n=12),12,FLS Y,1000000,6,19.9315685693242
Lactuca sativa ,Stem (n=12),12,DFR N,1.033586,0.014346618139472,0.047658433864133
Lactuca sativa ,Stem (n=12),12,DFR D,1000000,6,19.9315685693242
Lactuca sativa ,Stem (n=12),12,DFR A,1000000,6,19.9315685693242
Lactuca sativa ,Stem (n=12),12,DFR *,1000000,6,19.9315685693242
Lactuca sativa ,Leaf_Green (n=113),113,F3'H/F3H,0.995553661,-0.001935326246202,-0.00642901463003
Lactuca sativa ,Leaf_Green (n=113),113,F3'5'H/F3H,1000000,6,19.9315685693242
Lactuca sativa ,Leaf_Green (n=113),113,DFR/FLS,0.033631254,-1.47325693895575,-4.89405361650487
Lactuca sativa ,Leaf_Red (n=21),21,F3'H/F3H,0.486434952,-0.312975227083655,-1.03968119985295
Lactuca sativa ,Leaf_Red (n=21),21,F3'5'H/F3H,1000000,6,19.9315685693242
Lactuca sativa ,Leaf_Red (n=21),21,DFR/FLS,3.402043321,0.531739839538591,1.76640151213414
Lactuca sativa ,Root (n=6),6,F3'H/F3H,1.91410033,0.28196469813434,0.936666452498899
Lactuca sativa ,Root (n=6),6,F3'5'H/F3H,1000000,6,19.9315685693242
Lactuca sativa ,Root (n=6),6,DFR/FLS,0.021955563,-1.65845542193202,-5.50926966023425
Lactuca sativa ,Stem (n=12),12,F3'H/F3H,1.3017548,0.114529187737912,0.3804577264312
Lactuca sativa ,Stem (n=12),12,F3'5'H/F3H,1000000,6,19.9315685693242
Lactuca sativa ,Stem (n=12),12,DFR/FLS,0.061348607,-1.2121952940467,-4.02682560378398
Helianthus annuus,Leaf (n=10),10,F3H,1.2825025,0.108058220360966,0.358961638100623
Helianthus annuus,Leaf (n=10),10,F3'H,0.9923595,-0.003330968387566,-0.011065237469836
Helianthus annuus,Leaf (n=10),10,F3'5'H,1000000,6,19.9315685693242
Helianthus annuus,Leaf (n=10),10,FLS H,8.66905,0.937971507814929,3.11587390401427
Helianthus annuus,Leaf (n=10),10,FLS F,1000000,6,19.9315685693242
Helianthus annuus,Leaf (n=10),10,FLS Y,1000000,6,19.9315685693242
Helianthus annuus,Leaf (n=10),10,DFR N,0.01,-2,-6.64385618977472
Helianthus annuus,Leaf (n=10),10,DFR D,1000000,6,19.9315685693242
Helianthus annuus,Leaf (n=10),10,DFR A,1000000,6,19.9315685693242
Helianthus annuus,Leaf (n=10),10,DFR *,1000000,6,19.9315685693242
Helianthus annuus,Root (n=6),6,F3H,2.1824955,0.338953356924144,1.1259786792227
Helianthus annuus,Root (n=6),6,F3'H,34.408758,1.53666899684409,5.10470391315875
Helianthus annuus,Root (n=6),6,F3'5'H,1000000,6,19.9315685693242
Helianthus annuus,Root (n=6),6,FLS H,19.32085,1.28602622881805,4.27208666027273
Helianthus annuus,Root (n=6),6,FLS F,1000000,6,19.9315685693242
Helianthus annuus,Root (n=6),6,FLS Y,1000000,6,19.9315685693242
Helianthus annuus,Root (n=6),6,DFR N,0.01,-2,-6.64385618977472
Helianthus annuus,Root (n=6),6,DFR D,1000000,6,19.9315685693242
Helianthus annuus,Root (n=6),6,DFR A,1000000,6,19.9315685693242
Helianthus annuus,Root (n=6),6,DFR *,1000000,6,19.9315685693242
Helianthus annuus,Seed (n=6),6,F3H,8.0652825,0.906619583881513,3.01172506707109
Helianthus annuus,Seed (n=6),6,F3'H,17.934608,1.25369188866198,4.16467430727862
Helianthus annuus,Seed (n=6),6,F3'5'H,1000000,6,19.9315685693242
Helianthus annuus,Seed (n=6),6,FLS H,1.10398,0.042961205668257,0.142714036099616
Helianthus annuus,Seed (n=6),6,FLS F,1000000,6,19.9315685693242
Helianthus annuus,Seed (n=6),6,FLS Y,1000000,6,19.9315685693242
Helianthus annuus,Seed (n=6),6,DFR N,75.93463,1.88043988113892,6.24668607190202
Helianthus annuus,Seed (n=6),6,DFR D,1000000,6,19.9315685693242
Helianthus annuus,Seed (n=6),6,DFR A,1000000,6,19.9315685693242
Helianthus annuus,Seed (n=6),6,DFR *,1000000,6,19.9315685693242
Helianthus annuus,Leaf (n=10),10,F3'H/F3H,0.773768082,-0.111389188930062,-0.370026876173489
Helianthus annuus,Leaf (n=10),10,F3'5'H/F3H,1000000,6,19.9315685693242
Helianthus annuus,Leaf (n=10),10,DFR/FLS,0.001153529,-2.93797148273659,-9.75973001048058
Helianthus annuus,Root (n=6),6,F3'H/F3H,15.76578646,1.19771563995668,3.9787252340581
Helianthus annuus,Root (n=6),6,F3'5'H/F3H,1000000,6,19.9315685693242
Helianthus annuus,Root (n=6),6,DFR/FLS,0.000517576,-3.28602587010833,-10.9159416584396
Helianthus annuus,Seed (n=6),6,F3'H/F3H,2.223680076,0.347072304842491,1.15294924041358
Helianthus annuus,Seed (n=6),6,F3'5'H/F3H,1000000,6,19.9315685693242
Helianthus annuus,Seed (n=6),6,DFR/FLS,68.78261382,1.83747867549928,6.10397203589747
Solanum tuberosum,Leaf (n=84),84,F3H,14.55995,1.16315988357857,3.86393349610557
Solanum tuberosum,Leaf (n=84),84,F3'H,31.26833,1.49510468677052,4.96663026378076
Solanum tuberosum,Leaf (n=84),84,F3'5'H,1000000,6,19.9315685693242
Solanum tuberosum,Leaf (n=84),84,FLS H,26.3293,1.42043931295421,4.71859726078508
Solanum tuberosum,Leaf (n=84),84,FLS F,1000000,6,19.9315685693242
Solanum tuberosum,Leaf (n=84),84,FLS Y,1000000,6,19.9315685693242
Solanum tuberosum,Leaf (n=84),84,DFR N,1000000,6,19.9315685693242
Solanum tuberosum,Leaf (n=84),84,DFR D,2.908662,0.463693257148235,1.54035565833055
Solanum tuberosum,Leaf (n=84),84,DFR A,1000000,6,19.9315685693242
Solanum tuberosum,Leaf (n=84),84,DFR *,1000000,6,19.9315685693242
Solanum tuberosum,Flower (n=4),4,F3H,471.0275,2.67304626328518,8.87966748094071
Solanum tuberosum,Flower (n=4),4,F3'H,303.364188,2.48196431121683,8.24490697593896
Solanum tuberosum,Flower (n=4),4,F3'5'H,1000000,6,19.9315685693242
Solanum tuberosum,Flower (n=4),4,FLS H,1033.3285,3.01423840773244,10.013083251335
Solanum tuberosum,Flower (n=4),4,FLS F,1000000,6,19.9315685693242
Solanum tuberosum,Flower (n=4),4,FLS Y,1000000,6,19.9315685693242
Solanum tuberosum,Flower (n=4),4,DFR N,1000000,6,19.9315685693242
Solanum tuberosum,Flower (n=4),4,DFR D,50.848215,1.70627571184565,5.668125224804
Solanum tuberosum,Flower (n=4),4,DFR A,1000000,6,19.9315685693242
Solanum tuberosum,Flower (n=4),4,DFR *,1000000,6,19.9315685693242
Solanum tuberosum,Stem (n=69),69,F3H,14.1242,1.1499638585853,3.82009724993958
Solanum tuberosum,Stem (n=69),69,F3'H,22.296024,1.34822742319098,4.47871455539572
Solanum tuberosum,Stem (n=69),69,F3'5'H,1000000,6,19.9315685693242
Solanum tuberosum,Stem (n=69),69,FLS H,1.8309,0.262664624676256,0.872552996245098
Solanum tuberosum,Stem (n=69),69,FLS F,1000000,6,19.9315685693242
Solanum tuberosum,Stem (n=69),69,FLS Y,1000000,6,19.9315685693242
Solanum tuberosum,Stem (n=69),69,DFR N,1000000,6,19.9315685693242
Solanum tuberosum,Stem (n=69),69,DFR D,17.19085,1.23529735086874,4.10356897539079
Solanum tuberosum,Stem (n=69),69,DFR A,1000000,6,19.9315685693242
Solanum tuberosum,Stem (n=69),69,DFR *,1000000,6,19.9315685693242
Solanum tuberosum,Leaf (n=84),84,F3'H/F3H,2.147557512,0.33194480314812,1.10269676752959
Solanum tuberosum,Leaf (n=84),84,F3'5'H/F3H,1000000,6,19.9315685693242
Solanum tuberosum,Leaf (n=84),84,DFR/FLS,0.110472439,-0.956746057573409,-3.17824160832583
Solanum tuberosum,Flower (n=4),4,F3'H/F3H,0.644047721,-0.191081952206742,-0.6347605054615
Solanum tuberosum,Flower (n=4),4,F3'5'H/F3H,1000000,6,19.9315685693242
Solanum tuberosum,Flower (n=4),4,DFR/FLS,0.04920818,-1.30796269736328,-4.34495803143572
Solanum tuberosum,Stem (n=69),69,F3'H/F3H,1.578568981,0.198263564633739,0.658617305549334
Solanum tuberosum,Stem (n=69),69,F3'5'H/F3H,1000000,6,19.9315685693242
Solanum tuberosum,Stem (n=69),69,DFR/FLS,9.389289421,0.972632726215444,3.23101597922197
Solanum lycopersicum,Leaf (n=22),22,F3H,3.26271,0.513578474034029,1.70607076182302
Solanum lycopersicum,Leaf (n=22),22,F3'H,9.1894765,0.963290771490899,3.19998267736134
Solanum lycopersicum,Leaf (n=22),22,F3'5'H,0.2756865,-0.55958450019475,-1.85889947266044
Solanum lycopersicum,Leaf (n=22),22,FLS H,12.88905,1.11022090843469,3.68807402726056
Solanum lycopersicum,Leaf (n=22),22,FLS F,1000000,6,19.9315685693242
Solanum lycopersicum,Leaf (n=22),22,FLS Y,1000000,6,19.9315685693242
Solanum lycopersicum,Leaf (n=22),22,DFR N,1000000,6,19.9315685693242
Solanum lycopersicum,Leaf (n=22),22,DFR D,0.4339,-0.362610349870788,-1.20456550873271
Solanum lycopersicum,Leaf (n=22),22,DFR A,1000000,6,19.9315685693242
Solanum lycopersicum,Leaf (n=22),22,DFR *,1000000,6,19.9315685693242
Solanum lycopersicum,Flower (n=4),4,F3H,154.4675,2.1888371177064,7.27115951644118
Solanum lycopersicum,Flower (n=4),4,F3'H,11.8492,1.0736890298977,3.56671775358952
Solanum lycopersicum,Flower (n=4),4,F3'5'H,0.410126,-0.387082697675198,-1.28586088845203
Solanum lycopersicum,Flower (n=4),4,FLS H,127.7016,2.10619633866371,6.99663279075589
Solanum lycopersicum,Flower (n=4),4,FLS F,1000000,6,19.9315685693242
Solanum lycopersicum,Flower (n=4),4,FLS Y,1000000,6,19.9315685693242
Solanum lycopersicum,Flower (n=4),4,DFR N,1000000,6,19.9315685693242
Solanum lycopersicum,Flower (n=4),4,DFR D,0.353537,-0.45156512768054,-1.50006688431338
Solanum lycopersicum,Flower (n=4),4,DFR A,1000000,6,19.9315685693242
Solanum lycopersicum,Flower (n=4),4,DFR *,1000000,6,19.9315685693242
Solanum lycopersicum,Root (n=10),10,F3H,1.359085,0.133246619261241,0.442635688072675
Solanum lycopersicum,Root (n=10),10,F3'H,15.4101225,1.18780609107809,3.94580642523066
Solanum lycopersicum,Root (n=10),10,F3'5'H,0.01,-2,-6.64385618977472
Solanum lycopersicum,Root (n=10),10,FLS H,1.48288,0.171106007773863,0.56840185442801
Solanum lycopersicum,Root (n=10),10,FLS F,1000000,6,19.9315685693242
Solanum lycopersicum,Root (n=10),10,FLS Y,1000000,6,19.9315685693242
Solanum lycopersicum,Root (n=10),10,DFR N,1000000,6,19.9315685693242
Solanum lycopersicum,Root (n=10),10,DFR D,0.04947685,-1.30559795801554,-4.33710253735941
Solanum lycopersicum,Root (n=10),10,DFR A,1000000,6,19.9315685693242
Solanum lycopersicum,Root (n=10),10,DFR *,1000000,6,19.9315685693242
Solanum lycopersicum,Seed (n=4),4,F3H,10.73544,1.03081984901968,3.42430941722603
Solanum lycopersicum,Seed (n=4),4,F3'H,52.8789065,1.72328246565447,5.72462043808435
Solanum lycopersicum,Seed (n=4),4,F3'5'H,0.193818,-0.712605892209587,-2.3672255339133
Solanum lycopersicum,Seed (n=4),4,FLS H,49.7925,1.69716393203862,5.6378565474686
Solanum lycopersicum,Seed (n=4),4,FLS F,1000000,6,19.9315685693242
Solanum lycopersicum,Seed (n=4),4,FLS Y,1000000,6,19.9315685693242
Solanum lycopersicum,Seed (n=4),4,DFR N,1000000,6,19.9315685693242
Solanum lycopersicum,Seed (n=4),4,DFR D,0.65723035,-0.182282389647833,-0.605528991374343
Solanum lycopersicum,Seed (n=4),4,DFR A,1000000,6,19.9315685693242
Solanum lycopersicum,Seed (n=4),4,DFR *,1000000,6,19.9315685693242
Solanum lycopersicum,Fruit (n=14),14,F3H,48.07315,1.68190258026879,5.58715943425846
Solanum lycopersicum,Fruit (n=14),14,F3'H,5.066896,0.70474199031995,2.34110221729068
Solanum lycopersicum,Fruit (n=14),14,F3'5'H,0.0175803,-1.75497371815685,-5.82989650013417
Solanum lycopersicum,Fruit (n=14),14,FLS H,112.33765,2.05052533459525,6.81169771827026
Solanum lycopersicum,Fruit (n=14),14,FLS F,1000000,6,19.9315685693242
Solanum lycopersicum,Fruit (n=14),14,FLS Y,1000000,6,19.9315685693242
Solanum lycopersicum,Fruit (n=14),14,DFR N,1000000,6,19.9315685693242
Solanum lycopersicum,Fruit (n=14),14,DFR D,0.192665,-0.715197173188064,-2.37583358299745
Solanum lycopersicum,Fruit (n=14),14,DFR A,1000000,6,19.9315685693242
Solanum lycopersicum,Fruit (n=14),14,DFR *,1000000,6,19.9315685693242
Solanum lycopersicum,Leaf (n=22),22,F3'H/F3H,2.816516485,0.449712297493465,1.49391191565989
Solanum lycopersicum,Leaf (n=22),22,F3'5'H/F3H,0.08449617,-1.07316297608655,-3.56497024065486
Solanum lycopersicum,Leaf (n=22),22,DFR/FLS,0.033664234,-1.47283126307211,-4.89263955182767
Solanum lycopersicum,Flower (n=4),4,F3'H/F3H,0.076709988,-1.11514808519214,-3.7044417541596
Solanum lycopersicum,Flower (n=4),4,F3'5'H/F3H,0.002655096,-2.57591977156311,-8.55702025933132
Solanum lycopersicum,Flower (n=4),4,DFR/FLS,0.002768462,-2.55776143325141,-8.49669956513721
Solanum lycopersicum,Root (n=10),10,F3'H/F3H,11.33860097,1.05455947179748,3.50317073709361
Solanum lycopersicum,Root (n=10),10,F3'5'H/F3H,0.007357892,-2.13324659108335,-7.08649178424246
Solanum lycopersicum,Root (n=10),10,DFR/FLS,0.033365377,-1.47670396363219,-4.9055043846213
Solanum lycopersicum,Seed (n=4),4,F3'H/F3H,4.925639424,0.69246261661825,2.30031102080338
Solanum lycopersicum,Seed (n=4),4,F3'5'H/F3H,0.018054034,-1.74342574399667,-5.79153496033243
Solanum lycopersicum,Seed (n=4),4,DFR/FLS,0.013199384,-1.87944633634289,-6.24338558753055
Solanum lycopersicum,Fruit (n=14),14,F3'H/F3H,0.105399709,-0.97716058817346,-3.24605721107008
Solanum lycopersicum,Fruit (n=14),14,F3'5'H/F3H,0.000365699,-3.43687622723394,-11.4170556978989
Solanum lycopersicum,Fruit (n=14),14,DFR/FLS,0.001715053,-2.76572245448309,-9.1875311242082
Sesamum indicum,Leaf (n=25),25,F3H,0.0637741,-1.19535566157418,-3.97088555556593
Sesamum indicum,Leaf (n=25),25,F3'H,577.0334284,2.76120097320622,9.17251108852408
Sesamum indicum,Leaf (n=25),25,F3'5'H,1000000,6,19.9315685693242
Sesamum indicum,Leaf (n=25),25,FLS H,19.3355,1.28635540704954,4.27318016668815
Sesamum indicum,Leaf (n=25),25,FLS F,1000000,6,19.9315685693242
Sesamum indicum,Leaf (n=25),25,FLS Y,1000000,6,19.9315685693242
Sesamum indicum,Leaf (n=25),25,DFR N,0.11798,-0.928191608166871,-3.08338578060821
Sesamum indicum,Leaf (n=25),25,DFR D,1000000,6,19.9315685693242
Sesamum indicum,Leaf (n=25),25,DFR A,1000000,6,19.9315685693242
Sesamum indicum,Leaf (n=25),25,DFR *,1000000,6,19.9315685693242
Sesamum indicum,Root (n=25),25,F3H,0.0486327,-1.31307161851427,-4.36192950014179
Sesamum indicum,Root (n=25),25,F3'H,213.6589459,2.32972108144373,7.7391659136993
Sesamum indicum,Root (n=25),25,F3'5'H,1000000,6,19.9315685693242
Sesamum indicum,Root (n=25),25,FLS H,0.01,-2,-6.64385618977472
Sesamum indicum,Root (n=25),25,FLS F,1000000,6,19.9315685693242
Sesamum indicum,Root (n=25),25,FLS Y,1000000,6,19.9315685693242
Sesamum indicum,Root (n=25),25,DFR N,0.0464564,-1.33295444758596,-4.42797882864086
Sesamum indicum,Root (n=25),25,DFR D,1000000,6,19.9315685693242
Sesamum indicum,Root (n=25),25,DFR A,1000000,6,19.9315685693242
Sesamum indicum,Root (n=25),25,DFR *,1000000,6,19.9315685693242
Sesamum indicum,Stem (n=7),7,F3H,0.019547,-1.70891988703647,-5.6769089846582
Sesamum indicum,Stem (n=7),7,F3'H,116.689786,2.06703284338066,6.86653447548112
Sesamum indicum,Stem (n=7),7,F3'5'H,1000000,6,19.9315685693242
Sesamum indicum,Stem (n=7),7,FLS H,1.24283,0.094411727908659,0.313628971426637
Sesamum indicum,Stem (n=7),7,FLS F,1000000,6,19.9315685693242
Sesamum indicum,Stem (n=7),7,FLS Y,1000000,6,19.9315685693242
Sesamum indicum,Stem (n=7),7,DFR N,0.0737128,-1.13245709169737,-3.76194102916394
Sesamum indicum,Stem (n=7),7,DFR D,1000000,6,19.9315685693242
Sesamum indicum,Stem (n=7),7,DFR A,1000000,6,19.9315685693242
Sesamum indicum,Stem (n=7),7,DFR A,1000000,6,19.9315685693242
Sesamum indicum,Leaf (n=25),25,F3'H/F3H,9048.084229,3.95655663480198,13.1433966441617
Sesamum indicum,Leaf (n=25),25,F3'5'H/F3H,1000000,6,19.9315685693242
Sesamum indicum,Leaf (n=25),25,DFR/FLS,0.00610173,-2.21454701368877,-7.35656594222162
Sesamum indicum,Root (n=25),25,F3'H/F3H,4393.318609,3.64279269999035,12.1010954139486
Sesamum indicum,Root (n=25),25,F3'5'H/F3H,1000000,6,19.9315685693242
Sesamum indicum,Root (n=25),25,DFR/FLS,4.64564,0.667045552414042,2.21587736113387
Sesamum indicum,Stem (n=7),7,F3'H/F3H,5969.703075,3.77595273044328,12.5434434602262
Sesamum indicum,Stem (n=7),7,F3'5'H/F3H,1000000,6,19.9315685693242
Sesamum indicum,Stem (n=7),7,DFR/FLS,0.059310445,-1.22686881748885,-4.07556999355743
Erythranthe guttata,Leaf (n=83),83,F3H,26.5252812,1.42365999664354,4.72929614041742
Erythranthe guttata,Leaf (n=83),83,F3'H,227.403968,2.35679803847603,7.82911361798895
Erythranthe guttata,Leaf (n=83),83,F3'5'H,1000000,6,19.9315685693242
Erythranthe guttata,Leaf (n=83),83,FLS H,41.2094,1.61499629133638,5.36490155332921
Erythranthe guttata,Leaf (n=83),83,FLS F,1000000,6,19.9315685693242
Erythranthe guttata,Leaf (n=83),83,FLS Y,1000000,6,19.9315685693242
Erythranthe guttata,Leaf (n=83),83,DFR N,144.294,2.15924827273544,7.17286750103688
Erythranthe guttata,Leaf (n=83),83,DFR D,1000000,6,19.9315685693242
Erythranthe guttata,Leaf (n=83),83,DFR A,1000000,6,19.9315685693242
Erythranthe guttata,Leaf (n=83),83,DFR *,1000000,6,19.9315685693242
Erythranthe guttata,Flower (n=11),11,F3H,31.476462,1.49798591110037,4.97620148382975
Erythranthe guttata,Flower (n=11),11,F3'H,73.8105827,1.86811863389239,6.20575577450974
Erythranthe guttata,Flower (n=11),11,F3'5'H,1000000,6,19.9315685693242
Erythranthe guttata,Flower (n=11),11,FLS H,128.585,2.1091903092011,7.0065785455993
Erythranthe guttata,Flower (n=11),11,FLS F,1000000,6,19.9315685693242
Erythranthe guttata,Flower (n=11),11,FLS Y,1000000,6,19.9315685693242
Erythranthe guttata,Flower (n=11),11,DFR N,0.36654,-0.435878624484347,-1.44795744863541
Erythranthe guttata,Flower (n=11),11,DFR D,1000000,6,19.9315685693242
Erythranthe guttata,Flower (n=11),11,DFR A,1000000,6,19.9315685693242
Erythranthe guttata,Flower (n=11),11,DFR *,1000000,6,19.9315685693242
Erythranthe guttata,Stem (n=12),12,F3H,10.20165,1.00867041959939,3.35073060534904
Erythranthe guttata,Stem (n=12),12,F3'H,28.66948615,1.45741990905324,4.84144414193213
Erythranthe guttata,Stem (n=12),12,F3'5'H,1000000,6,19.9315685693242
Erythranthe guttata,Stem (n=12),12,FLS H,8.64008,0.936517763705479,3.11104467061432
Erythranthe guttata,Stem (n=12),12,FLS F,1000000,6,19.9315685693242
Erythranthe guttata,Stem (n=12),12,FLS Y,1000000,6,19.9315685693242
Erythranthe guttata,Stem (n=12),12,DFR N,37.4065,1.57294707462973,5.2252170789834
Erythranthe guttata,Stem (n=12),12,DFR D,1000000,6,19.9315685693242
Erythranthe guttata,Stem (n=12),12,DFR A,1000000,6,19.9315685693242
Erythranthe guttata,Stem (n=12),12,DFR *,1000000,6,19.9315685693242
Erythranthe guttata,Leaf (n=83),83,F3'H/F3H,8.573103006,0.933138041814761,3.09981747751263
Erythranthe guttata,Leaf (n=83),83,F3'5'H/F3H,1000000,6,19.9315685693242
Erythranthe guttata,Leaf (n=83),83,DFR/FLS,3.501482671,0.544251981345812,1.80796594753077
Erythranthe guttata,Flower (n=11),11,F3'H/F3H,2.344945334,0.37013272277866,1.22955429063559
Erythranthe guttata,Flower (n=11),11,F3'5'H/F3H,1000000,6,19.9315685693242
Erythranthe guttata,Flower (n=11),11,DFR/FLS,0.002850566,-2.5450688991945,-8.45453587965826
Erythranthe guttata,Stem (n=12),12,F3'H/F3H,2.810279332,0.448749489412911,1.49071353644711
Erythranthe guttata,Stem (n=12),12,F3'5'H/F3H,1000000,6,19.9315685693242
Erythranthe guttata,Stem (n=12),12,DFR/FLS,4.329415931,0.636429310890753,2.1141724082578
